country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Hungary,HUN,2020-12-31,5110.0,,,1321.0,1339.0,0.05,,,139.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-01,,,,,1578.0,,,,163.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-02,,,,,1722.0,,,,178.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-03,12000.0,,,,1818.0,0.12,,,188.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-04,15000.0,,,3000.0,1987.0,0.16,,,206.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-05,21000.0,,,6000.0,2648.0,0.22,,,274.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-06,31500.0,,,10500.0,3959.0,0.33,,,410.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-07,42549.0,,,11049.0,5348.0,0.44,,,554.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-08,,,,,6375.0,,,,660.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-09,,,,,7402.0,,,,766.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-10,71000.0,,,,8429.0,0.73,,,873.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-11,78579.0,,,7579.0,9083.0,0.81,,,940.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-12,86929.0,,,8350.0,9418.0,0.9,,,975.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-13,96101.0,,,9172.0,9229.0,0.99,,,955.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-14,105728.0,,,9627.0,9026.0,1.09,,,934.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-15,112847.0,,,7119.0,8688.0,1.17,,,899.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-16,119944.0,,,7097.0,8347.0,1.24,,,864.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-17,123188.0,,,3244.0,7455.0,1.28,,,772.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-18,131332.0,129689.0,1643.0,8144.0,7536.0,1.36,1.34,0.02,780.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-19,133257.0,130318.0,2939.0,1925.0,6618.0,1.38,1.35,0.03,685.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-20,138584.0,134554.0,4030.0,5327.0,6069.0,1.43,1.39,0.04,628.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-21,144798.0,138983.0,5815.0,6214.0,5581.0,1.5,1.44,0.06,578.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-22,150128.0,143184.0,6944.0,5330.0,5326.0,1.55,1.48,0.07,551.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-23,153392.0,145257.0,8135.0,3264.0,4778.0,1.59,1.5,0.08,495.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-24,156098.0,146695.0,9403.0,2706.0,4701.0,1.62,1.52,0.1,487.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-25,162315.0,149676.0,12639.0,6217.0,4426.0,1.68,1.55,0.13,458.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-26,170476.0,152704.0,17772.0,8161.0,5317.0,1.76,1.58,0.18,550.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-27,187508.0,161215.0,26293.0,17032.0,6989.0,1.94,1.67,0.27,723.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-28,213010.0,175283.0,37727.0,25502.0,9745.0,2.2,1.81,0.39,1009.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-29,247889.0,198283.0,49606.0,34879.0,13966.0,2.57,2.05,0.51,1446.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-30,278830.0,222005.0,56825.0,30941.0,17920.0,2.89,2.3,0.59,1855.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-01-31,299138.0,237872.0,61266.0,20308.0,20434.0,3.1,2.46,0.63,2115.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-01,311662.0,243136.0,68526.0,12524.0,21335.0,3.23,2.52,0.71,2209.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-02,322306.0,247270.0,75036.0,10644.0,21690.0,3.34,2.56,0.78,2245.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-03,334130.0,249687.0,84452.0,11824.0,20946.0,3.46,2.58,0.87,2168.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-04,357303.0,264530.0,92773.0,23173.0,20613.0,3.7,2.74,0.96,2134.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-05,381062.0,279410.0,101652.0,23759.0,19025.0,3.94,2.89,1.05,1969.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-06,391621.0,286379.0,105242.0,10559.0,16113.0,4.05,2.96,1.09,1668.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-07,396634.0,289042.0,107592.0,5013.0,13928.0,4.11,2.99,1.11,1442.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-08,401791.0,291396.0,110395.0,5157.0,12876.0,4.16,3.02,1.14,1333.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-09,406197.0,292627.0,113570.0,4406.0,11984.0,4.2,3.03,1.18,1241.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-10,411992.0,294624.0,117368.0,5795.0,11123.0,4.26,3.05,1.21,1151.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-11,431097.0,310448.0,120649.0,19105.0,10542.0,4.46,3.21,1.25,1091.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-12,455168.0,330745.0,124423.0,24071.0,10587.0,4.71,3.42,1.29,1096.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-13,463383.0,335188.0,128195.0,8215.0,10252.0,4.8,3.47,1.33,1061.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-14,465636.0,336297.0,129339.0,2253.0,9857.0,4.82,3.48,1.34,1020.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-15,473551.0,341958.0,131593.0,7915.0,10251.0,4.9,3.54,1.36,1061.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-16,483751.0,348927.0,134824.0,10200.0,11079.0,5.01,3.61,1.4,1147.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-17,506044.0,365021.0,141023.0,22293.0,13436.0,5.24,3.78,1.46,1391.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-18,544253.0,391821.0,152432.0,38209.0,16165.0,5.63,4.06,1.58,1673.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-19,600048.0,427309.0,172739.0,55795.0,20697.0,6.21,4.42,1.79,2142.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-20,636240.0,445535.0,190705.0,36192.0,24694.0,6.59,4.61,1.97,2556.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-21,654462.0,453457.0,201005.0,18222.0,26975.0,6.77,4.69,2.08,2792.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-22,662816.0,457096.0,205720.0,8354.0,27038.0,6.86,4.73,2.13,2799.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-23,679850.0,471004.0,208846.0,17034.0,28014.0,7.04,4.88,2.16,2900.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-24,719146.0,508043.0,211073.0,39296.0,30443.0,7.44,5.26,2.18,3151.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-25,761905.0,521283.0,240622.0,42759.0,31093.0,7.89,5.4,2.49,3219.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-26,808008.0,563601.0,244407.0,46103.0,29709.0,8.36,5.83,2.53,3075.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-27,927181.0,677682.0,249499.0,119173.0,41563.0,9.6,7.02,2.58,4302.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-02-28,936938.0,685247.0,251691.0,9757.0,40354.0,9.7,7.09,2.61,4177.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-01,974524.0,721677.0,252847.0,37586.0,44530.0,10.09,7.47,2.62,4610.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-02,1011405.0,758037.0,253368.0,36881.0,47365.0,10.47,7.85,2.62,4903.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-03,1052593.0,785440.0,267153.0,41188.0,47635.0,10.9,8.13,2.77,4931.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-04,1142680.0,862953.0,279727.0,90087.0,54396.0,11.83,8.93,2.9,5631.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-05,1254377.0,949497.0,304880.0,111697.0,63767.0,12.98,9.83,3.16,6601.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-06,1288974.0,981401.0,307573.0,34597.0,51685.0,13.34,10.16,3.18,5350.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-07,1310643.0,1002714.0,307929.0,21669.0,53386.0,13.57,10.38,3.19,5526.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-08,1361530.0,1047045.0,314485.0,50887.0,55287.0,14.09,10.84,3.26,5723.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-09,1425697.0,1107791.0,317906.0,64167.0,59185.0,14.76,11.47,3.29,6127.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-10,1476985.0,1149557.0,327428.0,51288.0,60627.0,15.29,11.9,3.39,6276.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-11,1581521.0,1229827.0,351694.0,104536.0,62692.0,16.37,12.73,3.64,6490.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-12,1670757.0,1293414.0,377343.0,89236.0,59483.0,17.29,13.39,3.91,6157.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-13,1711969.0,1319266.0,392703.0,41212.0,60428.0,17.72,13.66,4.07,6255.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-14,1733557.0,1334595.0,398962.0,21588.0,60416.0,17.95,13.82,4.13,6254.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-15,1746578.0,1347073.0,399505.0,13021.0,55007.0,18.08,13.94,4.14,5694.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
Hungary,HUN,2021-03-16,1804088.0,1397342.0,406746.0,57510.0,54056.0,18.68,14.46,4.21,5596.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-397-ezer-beoltottak-szama-3456-az-uj-fertozott-es-elhunyt-195-beteg
